lv_string_id	english	chinese	french	german	japanese	italian	spanish	russian
STR_ALPHAS_DLNA_STR3	2. Click the TV icon and select the device\n name: 	2. 点击电视图标，选择设备名称：	2. Cliquez sur l'icône TV et sélectionnez le nom du dispositif :	2. Klicken Sie auf das TV-Symbol und wählen Sie den \nGerätenamen:	2. テレビアイコンをクリックして、デバイス名を選択して\nください：	2. Fare clic sull'icona TV e selezionare il nome del \ndispositivo:	2. Haz clic en el ícono de TV y selecciona el nombre \ndel dispositivo:	2. Нажмите на значок телевизора и выберите \nимя устройства:
STR_ALPHAS_MIR_STR1	Miracast	Miracast	Miracast	Miracast	Miracast	Miracast	Miracast	Miracast
STR_ALPHAS_MIR_STR2	1. Open the settings menu on your\n Android Mobile/Pad.	1. 在您的安卓手机/平板上打开设置菜单。	1. Ouvrez le menu des paramètres sur votre téléphone/tablette Android.	1. Öffnen Sie das Einstellungsmenü auf Ihrem Android-Mobiltelefon/Tablet.	1. Androidモバイル/タブレットで設定メニューを開いてください。	1. Apri il menu delle impostazioni sul tuo dispositivo Android mobile/tablet.	1. Abre el menú de configuración en tu dispositivo Android móvil/tableta.	1. Откройте меню настроек на вашем мобильном телефоне/планшете \nAndroid.
STR_ALPHAS_MIR_STR3	2. Access your display settings or screen\n mirroring.	2. 进入您的显示设置或屏幕镜像。	2. Accédez à vos paramètres d'affichage ou de mise en miroir de l'écran.	2. Greifen Sie auf Ihre Anzeigeeinstellungen oder Bildschirmspiegelung zu.	2. ディスプレイ設定または画\n面ミラーリングにアクセスしてください。	2. Accedi alle impostazioni del display o alla duplicazione dello schermo.	2. Accede a la configuración de la pantalla o a la duplicación de pantalla.	2. Перейдите к настройкам отображения или зеркального отображения \nэкрана.
STR_ALPHAS_MIR_STR4	3. Select Your Miracast receiver : 	3. 选择您的Miracast接收器：	3. Sélectionnez votre récepteur Miracast : 	3. Wählen Sie Ihren Miracast-Empfänger aus: 	3. Miracastレシーバーを選択してください：	3. Selezionare il ricevitore Miracast: 	3. Seleccione su receptor Miracast: 	3. Выберите ваш Miracast-приемник: 
STR_ALPHAS_IOSCAST_STR1	iOS Connect by Cables	苹果设备有线同屏	Connexion iOS par câble	iOS-Verbindung per Kabel	ケーブルでのiOS接続	Connettiti su iOS tramite cavi	Conexión por cable de iOS	Подключение к iOS по кабелям
STR_ALPHAS_IOSCAST_STR2	Connect your iPhone to the projector via the original iPhone charging cable. 	将数据线连接投影仪USB接口	Connectez votre iPhone au projecteur via le câble de chargement \nd'origine de l'iPhone.	Verbinden Sie Ihr iPhone über das originale iPhone-Ladekabel mit dem \nProjektor.	オリジナルのiPhone充電ケーブルを使用して、iPhoneをプロジェクター\nに接続します。	Collega il tuo iPhone al proiettore tramite il cavo di ricarica originale \ndell'iPhone.	Conecta tu iPhone al proyector mediante el cable de carga original del \niPhone.	Подключите ваш iPhone к проектору с помощью оригинального \nкабеля зарядки iPhone.
STR_ALPHAS_IOSCAST_STR3	(Cable has a USB port and Lighting port)	（数据线上有一个USB接口和Lightning接口）	(Le câble possède un port USB et un port Lightning)	(Das Kabel hat einen USB-Anschluss und einen Lightning-Anschluss) 	（ケーブルにはUSBポートとライトニングポートがあります）	(Il cavo ha una porta USB e una porta Lightning)	(El cable tiene un puerto USB y un puerto Lightning)	(Кабель имеет порт USB и порт Lightning)
STR_ALPHAS_IOSCAST_STR4	2. Please click             when the iPhone shows a pop-up window.	2. 当iPhone显示弹出窗口时，请单击        。	2. Veuillez cliquer sur                              lorsque l'iPhone affiche une fenêtre \ncontextuelle.	2. Bitte klicken Sie auf                    , wenn auf dem iPhone ein Popup-Fenster \nangezeigt wird.	2. iPhoneにポップアップウィンドウが表示されたら、                   をクリック\nしてください。	2. Fare clic su                 quando l'iPhone mostra una finestra pop-up.	2. Por favor, haga clic en                    cuando aparezca una ventana \nemergente en el iPhone.	2. Пожалуйста, нажмите на                     , когда появится всплывающее \nокно на iPhone.
STR_ALPHAS_IOSCAST_STR5	\"Trust\"	\"信任\"	\"Faire confiance\"	\"Vertrauen\"	\"信頼する\"	\"Fiducia\"	\"Confianza\"	\"Доверие \"
STR_ALPHAS_IOSCAST_STR6	3. Enter device password.	3. 输入设备密码。	3. Saisissez le mot de passe de l'appareil.	3. Geben Sie das Gerätepasswort ein.	3. デバイスのパスワードを入力してください。	3. Inserisci la password del dispositivo.	3. Ingresa la contraseña del dispositivo.	3. Введите пароль устройства.
STR_ALPHAS_IOSCAST_STR7	iOS Cast	iOS 同屏	Distribution iOS	iOS-Besetzung	iOSキャスト	Trasmissione iOS	Reparto de iOS	iOS Литье
STR_ALPHAS_IOSCAST_STR8	(The phone/Pad must be on the same\nnetwork as the projector device.)	（ios设备必须与投影仪设备在同一网络上。）	(Le téléphone/tablette doit être sur le même réseau que l'appareil de \nprojection.)	(Das Telefon / Pad muss im selben Netzwerk wie das Projektorgerät sein.)	（電話/パッドは、プロジェクターデバイスと同じネットワーク上にある必要があります。）	(Il telefono / Pad deve essere sulla stessa rete del dispositivo di proiezione.)	(El teléfono/tableta debe estar en la misma red que el dispositivo del \nproyector.)	(Телефон / планшет должен быть в той же сети, что и устройство \nпроектора.)
STR_ALPHAS_IOSCAST_STR9	1. Open your iPhone Control Centre and\n select Screen Mirroring	1. 打开iPhone控制中心，选择屏幕镜像。	1. Ouvrez le Centre de contrôle de votre iPhone et sélectionnez \n\"Recopie vidéo\".	1. Öffnen Sie das Kontrollzentrum auf Ihrem iPhone und wählen Sie \n\"Bildschirmsynchronisierung\".	1. iPhoneのコントロールセンターを開き、画面ミラーリングを選択します。	1. Apri il Centro di controllo del tuo iPhone e seleziona \"Duplicazione \nschermo\".	1. Abre el Centro de control en tu iPhone y selecciona \"Duplicación de \npantalla\".	1. Откройте Центр управления на вашем iPhone и выберите \n\"Зеркалирование экрана\".
STR_ALPHAS_IOSCAST_STR10	2. Click the device name:  	2. 点击设备名称：	2. Cliquez sur le nom du périphérique : 	2. Klicken Sie auf den Gerätenamen: 	2. デバイス名をクリックしてください：	2. Fai clic sul nome del dispositivo: 	2. Haz clic en el nombre del dispositivo: 	2. Нажмите на название устройства: 
STR_SUPPORT_TITLE	Support	支持	Soutien	Unterstützung	サポート	Supporto	Ayuda	Поддержка
STR_INSERT_USB_DEV	Please insert a USB flash drive.	请插入U盘设备	Veuillez insérer une clé USB	Bitte stecken Sie einen USB-Stick ein	USBメモリを挿入してください	Inserire una chiavetta USB	Por favor, inserte una memoria USB	Пожалуйста, вставьте USB-накопитель
STR_MOTOR_FOCUS_TIP	The focus has reached the maximum/minimumdistance, please adjust the machine distance	焦距已达到最大/最小距离，请调整机器距离	La mise au point a atteint la distance maximale/minimale, veuillez ajuster la distance de la machine	Der Fokus hat den maximalen/minimalen Abstand erreicht, bitte passen Sie den Maschinenabstand an	フォーカスが最大/最小距離に達しました。機械の距離を調整してください	La messa a fuoco ha raggiunto la distanza massima/minima, regolare la distanza della macchina	El enfoque ha alcanzado la distancia máxima/mínima, ajuste la distancia de la máquina	Фокус достиг максимального/минимального расстояния, отрегулируйте расстояние до машины.
STR_ALPHAS_HOME_ACCESS	Exclusive Access	专属权益	Accès Exclusif	Exklusiven Zugang	限定アクセス	Accesso Esclusivo	Acceso Exclusivo	Эксклюзивный доступ
STR_ALPHAS_ACCESS_WARRANTY	Warranty	保修单	garantie	Garantie	保証	Garanzia	Garantía	Гарантия
STR_ALPHAS_ACCESS_TECH_SUPPORT	Tech Support	技术支持	Support technique	Technischer Support	技術サポート	Supporto tecnico	Apoyo técnico	Техническая поддержка
STR_ALPHAS_ACCESS__FREE_ACCESSORY	Free Accessory	免费配件	Accessoires gratuits	Kostenloses Zubehör	無料のアクセサリ	Accessori gratuiti	Accesorios gratis	Бесплатные аксессуары
STR_TIMER_SHUTDOWN	Scheduled shutdown	定时关机	Arrêt programmé	Geplantes Herunterfahren	計画シャットダウン	Arresto programmato	Apagado programado	Запланированное отключение
STR_SELECT_SHUTDOWN_TIME	Please select shutdown time	请选择关机时间	Veuillez sélectionner l'heure d'arrêt	Bitte wählen Sie die Abschaltzeit	シャットダウン時間を選択してください	Seleziona l'orario di spegnimento	Por favor seleccione la hora de apagado	Пожалуйста, выберите время выключения
STR_WIFI_NAME	WLAN	无线网络	réseau sans fil	drahtloses Netzwerk	ワイヤレスネットワーク	rete senza fili	red inalámbrica	беспроводная сеть
STR_SEARCH_WIFI	Search Wi-Fi	搜索无线网络	Rechercher des réseaux sans fil	Suchen Sie nach drahtlosen Netzwerken	ワイヤレスネットワークを検索する	Cerca reti wireless	Buscar redes inalámbricas	Поиск беспроводных сетей
STR_WIFI_MY_DEV	Paired devices	已配对设备	Appareil couplé	Gekoppeltes Gerät	ペアリングされたデバイス	Dispositivo accoppiato	Dispositivo emparejado	Сопряженное устройство
STR_WIFI_OTHER_DEV	Available devices	可用的设备	Appareils disponibles	Verfügbare Geräte	利用可能なデバイス	Dispositivi disponibili	Dispositivos disponibles	Доступные устройства
STR_WIFI_CONNING	Connecting	正在连接	De liaison	Verbinden	接続中	Connessione	Conectando	Подключение
STR_WIFI_CONN	Connect	连接	connecter	verbinden	接続する	collegare	conectar	соединять
STR_BT_CONNECTING	Connecting	正在连接...	De liaison...	Verbinden...	接続中...	Connessione...	Conectando...	Подключение...
STR_BT_UNPAIR	No Pair	未配对	Non jumelé	Nicht gepaart	ペアリングされていません	Non accoppiato	No emparejado	Не в паре
STR_BT_CONNING	Connecting	正在连接	De liaison	Verbinden	接続中	Connessione	Conectando	Подключение
STR_BT_SEARCHING	Searching	正在搜索	Recherche	Suchen	検索中	Ricerca	Búsqueda	Идет поиск
STR_KEYSTONE_INFO	[OK] button to choose corner,  [Up Down Left Right] key to adjust angle, [Return] key to quit	[确定] 按钮选择角，[上下左右] 键调整角度，[返回] 键退出	Bouton [OK] pour sélectionner l'angle, touches [Haut, Bas, Gauche et Droite] pour régler l'angle, touche [Retour] pour quitter	[OK]-Taste zum Auswählen des Winkels, [Up, Down, Left und Right]-Tasten zum Anpassen des Winkels, [Return]-Taste zum Verlassen	[OK]ボタンで角度を選択、[上下左右]キーで角度を調整、[Return]キーで終了	Pulsante [OK] per selezionare l'angolazione, tasti [Su, Giù, Sinistra e Destra] per regolare l'angolazione, tasto [Invio] per uscire	Botón [OK] para seleccionar el ángulo, teclas [Arriba, Abajo, Izquierda y Derecha] para ajustar el ángulo, tecla [Regresar] para salir	Кнопка [OK] для выбора угла, клавиши [Вверх, вниз, влево и вправо] для регулировки угла, клавиша [Return] для выхода
STR_BT_CONN_SUCCESS	Connection success!	连接成功！	Connexion réussie!	Verbindungserfolg!	接続成功！	Connessione riuscita!	¡Conexión exitosa!	Подключение успешно!
STR_BT_CONN_FAILED	Connection failed!	连接失败！	échec de la connexion!	Verbindung fehlgeschlagen!	接続に失敗しました！	Connessione fallita!	¡La conexión falló!	Ошибка подключения!
STR_SOUND_OUTPUT	Sound output	声音输出	Sortie sonore	Tonausgabe	サウンド出力	Uscita sonora	Salida de sonido	Гукавы вывад
STR_SOUND_ARC	HDMI ARC	HDMI ARC	HDMI ARC	HDMI ARC	HDMI ARC	HDMI ARC	HDMI ARC	HDMI ARC
STR_SOUND_OWA	OWA	OWA	OWA	OWA	OWA	OWA	OWA	OWA
STR_SOUND_SPEAKER	Speaker	喇叭	Trompette	Horn	ラッパ	corno	Bocina	рог
STR_SOUND_HEADPHONE	Headphone	耳机	Écouteurs	Headset	イヤホン	auricolare	Auriculares	загаловак
STR_BT_PLEASE_TURNOFF_FIRST	please close bt first	请先关闭蓝牙	Veuillez d'abord désactiver le Bluetooth	Bitte schalten Sie zuerst Bluetooth aus	まずBluetoothをオフにしてください	Disattiva prima il Bluetooth	Primero apague el Bluetooth	Пожалуйста, сначала отключите Bluetooth
STR_BT_SINK_SPK_MODE	sink mode	音箱模式	Mode haut-parleur	Lautsprechermodus	スピーカーモード	Modalità altoparlante	Modo altavoz	Режим динамика
STR_DONT_OPERATE	The task is being executed. Please do not operate yet.	正在执行任务，先请勿操作	Tâche en cours, veuillez ne pas opérer maintenant	Aufgabe läuft, bitte jetzt nicht bedienen	タスクが進行中です。今は操作しないでください	Attività in corso, non operare adesso	Tarea en progreso, no la opere ahora	Задача выполняется, пожалуйста, не работайте сейчас
STR_ANDROID_WIREDSP	Android Connect by Cables	安卓设备有线同屏	Connexion Android par câble	Android Connect über Kabel	ケーブルでAndroidに接続する	Connessione Android tramite cavo	Conectar Android por cable	Name
STR_ANDROID_WIREDSP_INFO1	1. Scan the left QR code.	1. 扫描左侧二维码，	1. Scannez le Code QR gauche.	1. Scannen Sie den linken QR-Code.	1.左側のQRコードをスキャンします。	1. Scansiona il codice QR sinistro.	1. escanee el Código QR izquierdo.	1. Сканаваць левы код QR.
STR_ANDROID_WIREDSP_INFO2	2. In the pop-up window of your phone, select View and Install App.	2. 在手机弹框中选择查看并安装应用。	2. Dans la fenêtre contextuelle de votre téléphone, sélectionnez afficher et installer les applications.	2. Wählen Sie im Popup-Fenster Ihres Telefons App anzeigen und installieren aus.	2.携帯電話のポップアップウィンドウで、アプリケーションの表示とインストールを選択します。	2. Nella finestra pop-up del telefono, selezionare Visualizza e installa app.	2. en la ventana emergente del teléfono, elija ver e instalar la Aplicación.	2. У выплыўным акне вашага тэлефона вылучыце Прагляд і Усталяваць праграму.
STR_ANDROID_WIREDSP_INFO3	1. Confirm to open USBCast in the pop-up window of your phone.	在手机弹框中打开USBCast，	1.confirmez que vous ouvrez usbcast dans la fenêtre contextuelle de votre téléphone.	1. Bestätigen Sie, dass Sie USBCast im Popup-Fenster Ihres Telefons öffnen.	1.携帯電話のポップアップウィンドウでUSBCastを開くことを確認します。	1. Confermare di aprire USBCast nella finestra pop-up del telefono.	1. confirme que usbcast se abre en la ventana emergente del teléfono.	1. Пацвердзіце адкрыццё USBCast in the pop- up window of your phone.
STR_ANDROID_WIREDSP_INFO4	2. It can automatically be wired to the same screen.	即可自动有线同屏。	2. Il peut se connecter automatiquement au même écran.	2. Es kann automatisch an den gleichen Bildschirm verdrahtet werden.	2.同じ画面に自動的に接続できます。	2. Può essere automaticamente collegato allo stesso schermo.	2. se puede conectar automáticamente a la misma pantalla.	2. Яна можа аўтаматычна прывязацца да аднаго экрана.
STR_ANDROID_WIREDSP_INFO5	Attention:	注意：	Salutation:	Achtung:	に告げる:	Attenzione:	Aviso:	Увага:
STR_ANDROID_WIREDSP_INFO6	Avoid Frequent Plugging & Unplugging for a stable Connection.	避免频繁插拔以获得稳定的连接。	Évitez les branchements fréquents pour une connexion stable.	Vermeiden Sie häufiges Stecken, Trennen Sie das Stecken für eine stabile Verbindung.	安定した接続を得るために、頻繁な抜き差しを回避します。	Evitare frequenti collegamenti e scollegamenti per una connessione stabile.	Evite los enchufes frecuentes para obtener una conexión estable.	Адхіліць частых ўключэнняў і адключэнняў для стабільнага злучэння.
STR_ANDROID_WIREDSP_INFO7	Certain Android models require selecting 'Transfer File' for screen mirroring.	某些Android型号需要选择【传输文件】才能进行屏幕镜像。	Certains modèles Android doivent sélectionner \"transférer des fichiers\" pour la mise en miroir de l'écran.	Bestimmte Android-Modelle erfordern die Option \"Datei übertragen\" für die Bildschirmspiegelung.	一部のAndroidモデルでは、画面ミラーリングに「ファイル転送」を選択する必要があります。	Alcuni modelli Android richiedono la selezione di 'Transfer File' per il mirroring dello schermo.	Algunos modelos Android requieren la opción \"transferir archivos\" para reflejar la pantalla.	Некаторыя мадэлі Android патрабуюць выбар 'Перадачы файла' для адлюстравання экрана.
STR_BT_TRY_RECONNECT	Bluetooth trying to reconnect	蓝牙尝试回连	Bluetooth tente de se reconnecter	Bluetooth versucht, eine Verbindung wiederherzustellen	Bluetooth が再接続を試みます	Il Bluetooth tenta di riconnettersi	Bluetooth intenta volver a conectarse	Bluetooth пытается подключиться обратно
STR_ALPHAS_HOME_WINDOWS	Windows	Windows无线同屏	Windows	Windows	Windows	Windows	Windows	Windows
STR_ALPHAS_WINDOWS_STR1	Click Screen Mirror	点击屏幕镜像	Cliquez sur Miroir d'Écran	Klicken Sie auf Bildschirmspiegelung	スクリーンミラーをクリック	Clicca su Specchio dello Schermo	Haz clic en Espejo de Pantalla	Нажмите на Зеркало Экрана
STR_ALPHAS_WIRELESS_INFO01	1.Please scan the QR code to get the device's Wi-Fi username and password.	1.请扫码获取设备Wi-Fi账号和密码，	1.Veuillez scanner le code QR pour obtenir le nom d'utilisateur et le mot de passe Wi-Fi de l'appareil.	1.Si prega di scansionare il codice QR per ottenere il nome utente e la password Wi-Fi del dispositivo.	1.QRコードをスキャンして、デバイスのWi-Fiのユーザー名とパスワードを取得してください。	1.Si prega di scansionare il codice QR per ottenere il nome utente e la password Wi-Fi del dispositivo.	1.Por favor, escanee el código QR para obtener el nombre de usuario y la contraseña del Wi-Fi del dispositivo.	Пожалуйста, отсканируйте QR-код, чтобы получить имя пользователя и пароль Wi-Fi устройства.
STR_ALPHAS_WIRELESS_INFO02	2.Connect both your phone and the projector to the same network.	2.将手机和投影连到同个网络。	2.Connectez votre téléphone et le projecteur au même réseau.	2.Collega sia il tuo telefono che il proiettore alla stessa rete.	2.スマートフォンとプロジェクターを同じネットワークに接続します。	2.Collega sia il tuo telefono che il proiettore alla stessa rete.	2.Conecte su teléfono y el proyector a la misma red.	Подключите оба устройства, телефон и проектор, к одной сети.
STR_WIFI_OPENING	Network is turning on...	网络正在打开...	Le réseau s'ouvre...	Das Netzwerk öffnet sich...	ネットワークが開いています...	La rete si sta aprendo...	La red se está abriendo...	La red se está abriendo...
STR_WIFI_CLOSEING	Network is turning off...	网络正在关闭...	Le réseau est en train de s'arrêter...	Das Netzwerk wird heruntergefahren...	ネットワークがシャットダウンしています...	La rete si sta spegnendo...	La red se está cerrando...	La red se está cerrando...
STR_BT_OPENING	Bluetooth is turning on...	蓝牙正在打开...	Le Bluetooth s'active...	Bluetooth schaltet sich ein...	Bluetooth がオンになっています...	Il Bluetooth si sta attivando...	Bluetooth se está activando...	Bluetooth se está activando...
STR_BT_CLOSEING	Bluetooth is turning off...	蓝牙正在关闭...	Le Bluetooth s'éteint...	Bluetooth wird heruntergefahren...	Bluetooth がシャットダウンしています...	Il Bluetooth si sta spegnendo...	Bluetooth se está apagando...	Bluetooth se está apagando...
STR_BT_READY	Bluetooth initializing…,please wait	蓝牙初始化中…,请稍后	Initialisation Bluetooth..., veuillez patienter	Bluetooth wird initialisiert..., bitte warten	Bluetooth を初期化しています...、お待ちください	Inizializzazione Bluetooth..., attendere	Bluetooth inicializándose..., por favor espere	Инициализация Bluetooth..., пожалуйста, подождите
STR_BT_DEV_DETECT_FAIL	Bluetooth detect fail!	蓝牙检测失败！	La détection Bluetooth a échoué !	Bluetooth-Erkennung fehlgeschlagen!	Bluetooth の検出に失敗しました。	Rilevamento Bluetooth non riuscito!	¡Error en la detección de Bluetooth!	Не удалось обнаружить Bluetooth!
STR_SHOUTDOWN	Shutting down...	正在关机中...	Arrêt en cours...	Herunterfahren...	シャットダウン中...	Spegnimento in corso...	Apagando...	Выключение...
